Key	Type	Desc	Thai
Items/RuinsCoreRelief	Text		Gạch Chạm Khắc Lõi
Items/RuinsCoreReliefDesc	Text		Một viên gạch đá viền vàng khổng lồ, mô tả một hình ảnh chạm khắc của lõi.
Items/RuinsFireplace	Text		Lò Sưởi Dân Hang Động
Items/RuinsFireplaceDesc	Text		Một lò sưởi kiên cố với bệ lò sưởi nặng nề. Nó bùng cháy với ngọn lửa kỳ lạ phát ra từ một viên đá quý ở dưới cùng.
Items/RuinsGate	Text		Cổng Đô Thị
Items/RuinsGateDesc	Text		Một cổng đá nguyên vẹn được tìm thấy tại đô thị bị bỏ hoang. Nó đứng sừng sững và hẳn đã làm lóa mắt du khách với viên đá quý cổ xưa khổng lồ ở trung tâm.
Items/RuinsPedestal	Text		Bệ Thủy Tinh Xanh
Items/RuinsPedestalDesc	Text		Một bệ đá nạm vàng và thủy tinh, một cách thanh lịch để trưng bày các kho báu của bạn.
Items/RuinsPiece1	Text		Vòm Đổ Nát
Items/RuinsPiece1Desc	Text		Một phiến đá khổng lồ dường như từng là một phần của trần nhà. Những trận dư chấn hẳn đã làm nó sập xuống.
Items/RuinsPiece2	Text		Cổng Đổ Nát
Items/RuinsPiece2Desc	Text		Một lối vào bị lật đổ làm từ đá khắc và đá quý cổ xưa. Nó dường như từng là một phần của một thành phố trải rộng.
Items/RuinsPiece3	Text		Gạch Đổ Nát
Items/RuinsPiece3Desc	Text		Viên gạch đá dày này có hoa văn trông giống như lõi. Nó đã bị bong ra khỏi mặt đất.
Items/RuinsPiece4	Text		Cột Đổ Nát
Items/RuinsPiece4Desc	Text		Những cột đá bị đổ nhào từng nâng đỡ một trần nhà rất cao. Khi ngã xuống, chúng hẳn đã gây ra rất nhiều sự tàn phá.
Items/RuinsShelfLarge	Text		Kệ Đá Lớn
Items/RuinsShelfLargeDesc	Text		Một chiếc kệ vững chắc lớn với nhiều không gian cho sách và các cuộn giấy. Những thứ còn lại trong đó được viết bằng một thứ ngôn ngữ bạn không nói được.
Items/RuinsShelfSmall	Text		Kệ Đá Nhỏ
Items/RuinsShelfSmallDesc	Text		Một chiếc kệ vững chắc với nhiều không gian cho sách và các cuộn giấy. Những thứ còn lại trong đó không thể hiểu nổi.
Items/RuinsStool	Text		Ghế Đẩu Dân Hang Động
Items/RuinsStoolDesc	Text		Chiếc ghế đẩu này làm từ đá đặc nhưng được lót một tấm đệm êm ái.
Items/RuinsTable	Text		Bàn Viền Vàng Lớn
Items/RuinsTableDesc	Text		Một chiếc bàn lớn chắc chắn được đục đẽo từ một phiến đá khổng lồ. Có rất nhiều không gian cho nhiều người.
Items/RuinsTableSmall	Text		Bàn Viền Vàng
Items/RuinsTableSmallDesc	Text		Một chiếc bàn chắc chắn được đục đẽo từ một phiến đá khổng lồ. Có rất nhiều không gian cho nhiều người.
Items/RustedNecklace	Text		Vòng Cổ Gỉ Sét
Items/RustedNecklaceDesc	Text		Mặt dây chuyền này từng trông rất đẹp nhưng giờ đây nó đã bị gỉ sét tận lõi.
Items/RustedRing	Text		Nhẫn Gỉ Sét
Items/RustedRingDesc	Text		Một chiếc nhẫn từ vực sâu thẳm mà ai đó hẳn đã đánh mất từ lâu.
Items/RustyDagger	Text		Dao Găm Gỉ Sét
Items/RustyDaggerDesc	Text		Một lưỡi dao bị ăn mòn nghiêm trọng đến mức chỉ hơi giống đồng. Nó sắc bén đến mức đánh lừa thị giác.
Items/RustyFishingHook	Text		Lưỡi Câu Gỉ Sét
Items/RustyFishingHookDesc	Text		Bị gỉ sét tận lõi và không thể sử dụng. Con cá đó quá lớn để có thể đối phó, bạn thân mến.
Items/RustySpoon	Text		Thìa Gỉ Sét
Items/RustySpoonDesc	Text		Một dụng cụ ăn uống cũ kỹ, bị ăn mòn. Hầu như mọi nền văn hóa đều đã phát minh ra nó.
Items/SahabarMonument	Text		Đài Tưởng Niệm Sahabar
Items/SahabarMonumentDesc	Text		Một mô phỏng uy nghi của một nhà tiên tri cầm một chiếc cuốc chim đúc bằng đồng.
Items/SalvageAndRepairStation	Text		Trạm Thu Hồi Và Sửa Chữa
Items/SalvageAndRepairStationDesc	Text		Phá dỡ các công cụ, trang bị và những thứ khác bạn không cần, hoặc tân trang lại những thứ đã hỏng.
Items/SamhainCurseRing	Text		Nhẫn Nguyền Samhain
Items/SamhainCurseRingDesc	Text		Một chiếc nhẫn bị nguyền rủa được sử dụng để chào đón mùa lạnh giá vào các vùng đất. Nó tượng trưng cho sự thối rữa và bóng tối.
Items/SamhainOfferingNecklace	Text		Vòng Cổ Hiến Tế Samhain
Items/SamhainOfferingNecklaceDesc	Text		Một chiếc vòng cổ may mắn được dâng tặng như một món quà để tạm biệt mùa ấm áp. Nó tượng trưng cho vụ thu hoạch và ánh mặt trời buổi chiều tà.
Items/SandySpikeback	Text		Cá Sandy Spikeback
Items/SandySpikebackDesc	Text		Một loài cá có tính phòng thủ rất cao với lớp da đá sa thạch và các gai lởm chởm nhô ra ngoài.
Items/SantaHelm	Text		Mũ Lễ Hội
Items/SantaHelmDesc	Text		Một chiếc mũ ấm áp, mềm mại để giữ ấm tai trong mùa lạnh giá. Bạn không thể tránh khỏi việc đội một trong số chúng vào mùa đông đâu.
Items/SantasLittleHelper	Text		Yêu Tinh Trợ Thủ Nhỏ
Items/SantasLittleHelperDesc	Text		Một dân hang động đồng hành vừa vặn trong balo của bạn nhưng muốn được đặt xuống sớm vì nó rất háo hức làm việc. Nó sẽ chế tạo các món quà để đổi lấy thức ăn đã nấu chín, hãy cho nó thức ăn nấu chín hiếm để có chất lượng cao hơn!
Items/ScarabBossScanner	Text		Máy Quét Ra-Akar Titan Cát
Items/ScarabBossScannerDesc	Text		Quét thế giới để tìm Ra-Akar Titan Cát. Bị tiêu hao khi quét thành công.
Items/ScarabBreastArmor	Text		Giáp Dây Đeo Bọ Hung
Items/ScarabBreastArmorDesc	Text		Một bộ giáp thân trên được chế tác bậc thầy để chịu đựng những mối nguy hiểm của sa mạc.
Items/ScarabHelm	Text		Mũ Giáp Bọ Hung
Items/ScarabHelmDesc	Text		Chiếc mũ giáp được thiết kế theo hình dáng của Ra-Akar, hướng con mắt trung tâm vào kẻ thù của bạn.
Items/ScarabMortar	Text		Súng Bắn Vỏ Sò Shellzooka
Items/ScarabMortarDesc	Text		Một vũ khí mạnh mẽ phóng ra các quả đạn nổ giống như con mắt trung tâm của một con bọ hung bom.
Items/ScarabPantsArmor	Text		Giáp Chân Bọ Hung
Items/ScarabPantsArmorDesc	Text		Bộ giáp thân dưới bắt chước các đặc tính của sinh vật sa mạc.
Items/ScarabWingcover	Text		Cánh Cứng Bọ Hung
Items/ScarabWingcoverDesc	Text		Lớp vỏ cánh của Bọ Hùng Bom trông giống như một nửa hộp sọ.
Items/ScarfHelm	Text		Khăn Quàng Cổ
Items/ScarfHelmDesc	Text		Một chiếc khăn quàng cổ ấm áp cho những mùa lạnh giá hơn.
Items/ScarletAnvil	Text		Đe Scarlet
Items/ScarletAnvilDesc	Text		Một chiếc đe vô cùng tiên tiến để tạo ra các trang bị tối cao.
Items/ScarletBar	Text		Thỏi Scarlet
Items/ScarletBarDesc	Text		Một thỏi kim loại giá trị cho việc rèn đúc cấp cao.
Items/ScarletBreastArmor	Text		Giáp Ngực Scarlet
Items/ScarletBreastArmorDesc	Text		Bộ giáp thân trên dũng mãnh dành cho những chiến binh thực thụ.
Items/ScarletBridge	Text		Cầu Scarlet
Items/ScarletBridgeDesc	Text		Được sử dụng để băng qua các vực sâu và dòng nước nhưng cũng tạo nên một mặt sàn rất đẹp.
Items/ScarletChest	Text		Rương Scarlet
Items/ScarletChestDesc	Text		Một chiếc rương chắc chắn làm từ scarlet. Nó không còn bị khóa nữa.
Items/ScarletChunkNecklace	Text		Vòng Cổ Mảnh Scarlet
Items/ScarletChunkNecklaceDesc	Text		Biến thể màu scarlet của vòng cổ mảnh sắt. Nó tăng phòng thủ của bạn nhiều hơn nữa và mang lại các lợi ích bổ sung.
Items/ScarletCrossbow	Text		Nỏ Scarlet
Items/ScarletCrossbowDesc	Text		Một chiếc nỏ kim loại nặng nề bắn ra những mũi tên uy lực.
Items/ScarletDagger	Text		Dao Găm Scarlet
Items/ScarletDaggerDesc	Text		Chiếc dao găm màu đỏ thẫm lượn sóng này đâm xuyên qua hầu hết mọi vật liệu.
Items/ScarletDoor	Text		Cửa Scarlet
Items/ScarletDoorDesc	Text		Một cánh cửa gia cố chắc chắn để ngăn chặn bất kỳ vị khách không mời nào.
Items/ScarletFence	Text		Hàng Rào Scarlet
Items/ScarletFenceDesc	Text		Một hàng rào kim loại gia cố để bảo vệ những gì thuộc về bạn một cách hợp pháp.
Items/ScarletFenceGate	Text		Cổng Hàng Rào Scarlet
Items/ScarletFenceGateDesc	Text		Một cổng kim loại cứng cáp cho hàng rào scarlet.
Items/ScarletFishingRod	Text		Cần Câu Scarlet
Items/ScarletFishingRodDesc	Text		Một công cụ tuyệt vời để kéo những loài cá có sức kháng cự lớn lên.
Items/ScarletFloor	Text		Sàn Scarlet
Items/ScarletFloorDesc	Text		Một viên gạch lát sàn bằng kim loại gia cố với hợp kim màu đỏ thẫm đẹp mắt.
Items/ScarletHelm	Text		Mũ Giáp Scarlet
Items/ScarletHelmDesc	Text		Chiếc mũ giáp có sừng trông đầy đe dọa, kết hợp hoàn hảo với phần còn lại của bộ trang bị.
Items/ScarletHoe	Text		Cuốc Đất Scarlet
Items/ScarletHoeDesc	Text		Một công cụ tuyệt vời để chuẩn bị đất canh tác nông nghiệp. Bao phủ diện tích lên tới 5x5 ô.
Items/ScarletKey	Text		Chìa Khóa Scarlet
Items/ScarletKeyDesc	Text		Chiếc chìa khóa chắc chắn được đúc bằng scarlet. Chắc hẳn có một ổ khóa ở đâu đó vừa vặn với nó.
Items/ScarletMiningPick	Text		Cuốc Chim Scarlet
Items/ScarletMiningPickDesc	Text		Một công cụ tuyệt vời để phá vỡ các bức tường cực kỳ cứng.
Items/ScarletOre	Text		Quặng Scarlet
Items/ScarletOreBoulder	Text		Khối Quặng Scarlet
Items/ScarletOreDesc	Text		Quặng scarlet thường được tìm thấy trong các bức tường cỏ.
Items/ScarletPantsArmor	Text		Quần Scarlet
Items/ScarletPantsArmorDesc	Text		Càn quét qua kẻ thù của bạn và không bao giờ nhìn lại.
Items/ScarletShellBackpack	Text		Balo Vỏ Scarlet
Items/ScarletShellBackpackDesc	Text		Chiếc balo vỏ cứng với rất nhiều không gian và tăng thêm phòng thủ.
Items/ScarletShovel	Text		Xẻng Scarlet
Items/ScarletShovelDesc	Text		Một chiếc xẻng vô cùng chắc chắn, vượt trội trong việc đào đất. Bao phủ diện tích lên tới 3x3 ô.
Items/ScarletSledge	Text		Búa Tạ Scarlet
Items/ScarletSledgeDesc	Text		Một vũ khí tuyệt vời để đập tan kẻ thù và các bức tường.
Items/ScarletSword	Text		Kiếm Scarlet
Items/ScarletSwordDesc	Text		Một vũ khí tuyệt vời để tiêu diệt kẻ thù.
Items/ScarletWorkBench	Text		Bàn Chế Tạo Scarlet
Items/ScarletWorkBenchDesc	Text		Bàn chế tạo lớn hơn để chuẩn bị sẵn sàng cho các hệ thống hang động bên ngoài.
Items/ScholarArmor	Text		Áo Choàng Học Giả
Items/ScholarArmorDesc	Text		Một tấm vải được truyền ma thuật, mặc bởi các học giả dân hang động. Khi mặc nó, bạn cảm thấy hòa hợp với tổ tiên cổ xưa.
Items/ScholarBag	Text		Balo Học Giả
Items/ScholarBagDesc	Text		Có mùi hương dễ chịu của những cuốn sách cũ mốc.
Items/ScholarHelm	Text		Mũ Trùm Học Giả
Items/ScholarHelmDesc	Text		Một chiếc mũ trùm kỳ lạ làm từ vải lanh trắng và vàng, dưới bóng của nó, bạn cảm thấy thông minh hơn bình thường.
Items/ScholarStaff	Text		Trượng Học Giả
Items/ScholarStaffDesc	Text		Một cây trượng ma thuật được sử dụng bởi các học giả dân hang động, sử dụng một viên đá quý cổ xưa để tạo ra các tia năng lượng mạnh mẽ.
Items/ScholarTrophy	Text		Mô hình Học Giả Dân Hang Động
Items/ScholarTrophyDesc	Text		Mô hình sống động của một học giả dân hang động.
Items/ScrapPart	Text		Linh Kiện Phế Liệu
Items/ScrapPartDesc	Text		Các vật liệu khác nhau được thu hồi từ rác thải. Được sử dụng để sửa chữa các vật phẩm tại trạm thu hồi và sửa chữa.
Items/ScreenDevice	Text		Thiết Bị Màn Hình
Items/ScreenDeviceDesc	Text		Một thiết bị nhỏ làm từ thủy tinh màu xanh lam, vừa vặn hoàn hảo trong tay bạn. Nó nhạy cảm với xúc giác, dùng để cuộn qua các hình ảnh và ký tự cổ.
Items/SeaBiomeChest	Text		Rương Vỏ Sò
Items/SeaFoamRing	Text		Nhẫn Bọt Biển
Items/SeaFoamRingDesc	Text		Một chiếc nhẫn mờ đục trông giống như một con sóng bị đóng băng trong thời gian.
Items/SeaGemstone	Text		Đá Sapphire Đại Dương
Items/SeaGemstoneDesc	Text		Một viên đá quý màu xanh da trời hiếm khi được tìm thấy ở các vùng nước kết tinh. Các thuộc tính đặc biệt của nó cho phép sử dụng để chế tác chất lượng cao hơn.
Items/SeaShell	Text		Vỏ Sò
Items/SeaShellDesc	Text		Một chiếc vỏ sò kỳ lạ với bề mặt mịn màng như lụa.
Items/SeaWoodenDestructible	Text		Hòm Gỗ Trôi Dạt
Items/SeaWoodenDestructibleDesc	Text		Chiếc hộp này được làm từ gỗ trôi dạt và bị tẩy trắng bởi ánh sáng từ trên cao.
Items/SealedBeverage	Text		Đồ Uống Kín Niêm Phong
Items/SealedBeverageDesc	Text		Một chất lỏng không xác định sóng sánh bên trong khi lắc. Liệu có một dụng cụ khui nút bần cổ xưa nào xung quanh không?
Items/SeasonalMerchant	Text		Thương Nhân Theo Mùa
Items/SeedAndCropsPouch	Text		Túi Hạt Giống Và Nông Sản Nhỏ
Items/SeedAndCropsPouchDesc	Text		Một chiếc túi nhỏ được làm dành riêng cho hạt giống và nông sản, với các ô chuyên dụng tự động sắp xếp các vật phẩm khi bạn thu thập chúng.
Items/SeedExtractor	Text		Máy Tách Hạt Giống
Items/SeedExtractorDesc	Text		Tách và thu hồi hạt giống từ thực vật khi được cấp điện.
Items/SeekerBomb	Text		Mìn Chuột
Items/SeekerBombDesc	Text		Một chất nổ di chuyển về phía trước và phát nổ khi va chạm.
Items/SeismicClock	Text		Đồng Hồ Địa Chấn
Items/SeismicClockDesc	Text		Thiết bị hỏng này trông như đã từng có khả năng dự đoán các trận động đất.
Items/SentryNutcracker	Text		Kẹp Hạt Dẻ Vệ Binh
Items/SentryNutcrackerDesc	Text		Một chiếc kẹp hạt dẻ nhỏ có hình dạng giống như một vệ binh lõi trong trang phục lễ hội. Đáng tiếc là không có hạt nào xung quanh để kẹp cả.
Items/SeptumRing	Text		Nhẫn Vách Ngăn Mũi
Items/SeptumRingDesc	Text		Một món trang sức bằng vàng không đeo vào ngón tay mà là đeo lên mũi.
Items/ShadowBreastArmor	Text		Giáp Ngực Bóng Tối
Items/ShadowBreastArmorDesc	Text		Một tấm giáp ngực làm cho trái tim bạn cảm thấy rỗng tuếch.
Items/ShadowCharmNecklace	Text		Vòng Cổ Bùa Hộ Mệnh Đen
Items/ShadowCharmNecklaceDesc	Text		Một món đồ trang sức đen hoàn hảo hấp thụ bất kỳ ánh sáng nào chiếu vào nó.
Items/ShadowHelm	Text		Mũ Giáp Bóng Tối
Items/ShadowHelmDesc	Text		Một chiếc mũ giáp khiến tâm trí bạn cảm thấy trống rỗng không còn cảm xúc.
Items/ShadowPantsArmor	Text		Quần Giáp Bóng Tối
Items/ShadowPantsArmorDesc	Text		Một chiếc quần xà cạp khiến phần thân dưới của bạn cảm thấy không trọng lượng.
Items/ShamanBossCrystalShard	Text		Mảnh Sọ Tinh Thể
Items/ShamanBossCrystalShardDesc	Text		Một mảnh tinh thể cổ xưa chỉ là một phần nhỏ của một thứ gì đó lớn hơn.
Items/ShamanBossScanner	Text		Máy Quét Malugaz Kẻ Tha Hóa
Items/ShamanBossScannerDesc	Text		Quét thế giới để tìm Malugaz Kẻ Tha Hóa. Bị tiêu hao khi quét thành công.
Items/ShamanBossSummoningItem	Text		Tượng Triệu Hồi Malugaz
Items/ShamanBossSummoningItemDesc	Text		Một chiếc sọ tinh thể được rèn lại thì thầm những lời tụng niệm cổ xưa. Nó thúc giục bạn đặt nó lên biểu tượng của phòng ngai vàng.
Items/ShamanHelm	Text		Sọ Pháp Sư
Items/ShamanHelmDesc	Text		Một chiếc sọ phủ đầy những dấu vết nghi lễ. Những hốc mắt rực cháy của nó châm ngòi cho cơn thịnh nộ rực lửa trong bạn.
Items/ShardClub	Text		Dùi Cui Mảnh Tinh Thể
Items/ShardClubDesc	Text		Vũ khí đập này được làm từ tinh thể dễ vỡ, có thể bắn ra các mảnh vụn khi vung lên.
Items/SharkTooth	Text		Răng Cá Mập
Items/SharkToothDesc	Text		Nó to bằng lòng bàn tay, đối mặt với một hàm răng như thế sẽ dẫn đến tử vong.
Items/Shredder	Text		Máy Nghiền
Items/ShredderDesc	Text		Khi được cấp điện, tự động phá dỡ các công cụ, trang bị và những thứ khác bạn không cần.
Items/ShroomanBruteTrophy	Text		Mô hình Người Nấm Khổng Lồ
