Key	English
Items/TriangleTrinketDesc	A strange gold piece vibrating with energy.
Items/TrinityHeartOrbOffhand	Trinity Heart
Items/TrinityHeartOrbOffhandDesc	A symbiosis of an ancient gemstone with organic matter, resulting in a physically impossible material. It pulsates in energetic rhythms of three, a celestial pattern that must have been of utter importance to a spacefaring species.
Items/TriopsFossil	Triops Fossil
Items/TriopsFossilDesc	The petrified remains of a species that still exists to this day, even after 220 million years.
Items/Turtle	Kelple
Items/TurtleBaby	Kelple Hatchling
Items/TurtleBabyDesc	A young that comes up from the ground once it had enough time to slumber in the dark. Its shell is still blank but in time it will be populated by the kelp that it feeds on.
Items/TurtleDesc	A marine reptile and natural gardener, that chews down on kelp when it grows too plenty. It doesn't need many nutrients, so whatever it eats comes out again in a condensed ball shape that is free for the taking.
Items/TurtleShell	Turtle Shell
Items/TurtleShellDesc	A hard shell that once belonged to a graceful sea creature. You feel much more protected when holding it.
Items/TwistedAgate	Twisted Agate
Items/TwistedAgateDesc	A green gem shaped like a spiral.
Items/UndergroundElectricityGenerator	Lowered Electricity Generator
Items/UndergroundElectricityGeneratorDesc	Powers wires and objects with electricity and is beneath floor-level.
Items/UnleashedCoreCommanderTrophy	Unleashed Core Commander Figurine
Items/UnleashedCoreCommanderTrophyDesc	A lifelike representation of the Unleashed Core Commander.
Items/UnlockedKingChest	Desert King Chest
Items/UnlockedKingChestDesc	An intricate, unique chest with a purple gemstone locked in its center.
Items/UnlockedPrinceChest	Desert Prince Chest
Items/UnlockedPrinceChestDesc	An intricate, unique chest with an orange gemstone locked in its center.
Items/UnlockedQueenChest	Desert Queen Chest
Items/UnlockedQueenChestDesc	An intricate, unique chest with a green gemstone locked in its center.
Items/UnusualPotion	Unusual Potion
Items/UnusualPotionDesc	A two-component potion that is risky to drink.
Items/UpgradeForge	Upgrade Station
Items/UpgradeForgeDesc	A high-tech workbench to upgrade tools and weapons, making them stronger and more effective.
Items/ValentineCandles	Valentine's Candles
Items/ValentineCandlesDesc	A handful of small, pink candles that fill the air with a whiff of vanille.
Items/ValentineChest	Valentine's Chest
Items/ValentineChestDesc	This heart-themed chest is great to tuck away little trinkets of love.
Items/ValentineFloorPetals	Rose Petal Flooring
Items/ValentineFloorPetalsDesc	This little paper bag contains enough rose petals to cover a 1x1 floor tile with them. Great to lay out a path of love.
Items/ValentineLetter	Love Letter
Items/ValentineLetterDesc	A scented letter that contains words of love and appreciation. Give it to someone in dire need of affection.
Items/ValentineNecklace	Valentine Necklace
Items/ValentineNecklaceDesc	A golden necklace featuring a big, shiny heart. You feel something you can't describe, when wearing it so close to your own.
Items/ValentinePainting	Heart Painting
Items/ValentinePaintingDesc	A simple painting showing nothing more than a heart. Sometimes this is all one needs in these dark times.
Items/ValentinePlushie	Caveling Brute Plushie
Items/ValentinePlushieDesc	A big plushie, resembling a caveling brute holding a heart. Even those need a little bit of love sometimes.
Items/ValentinePresent	Valentine's Gift
Items/ValentinePresentDesc	This rose and silver-colored gift is packed with a variety of different charming items.
Items/ValentineRing	Valentine Ring
Items/ValentineRingDesc	A golden ring featuring a candy-colored heart. The perfect gift to give to someone you like.
Items/ValentineRug	Heart-shaped Rug
Items/ValentineRugDesc	"Nothing speaks ""love"" like a big fuzzy heart on the floor. It smells like wool and lavender."
Items/ValentineWallHearts	Wall Hearts
Items/ValentineWallHeartsDesc	An assortment of hearts cut from paper, they look great on walls and make a base just a little bit more lovely.
Items/ValentineWorkbench	Valentine Crafting Table
Items/ValentineWorkbenchDesc	A workbench containing tools and blueprints to create some beautiful decorative items.
Items/ValuableExcavationDisabledDataPad	Disabled Datapad
Items/ValuableExcavationDisabledDataPadDesc	A beeping tablet that won't respond to your inputs. Someone else might find use for it.
Items/ValuableExcavationRobotLeg	Geobot Leg
Items/ValuableExcavationRobotLegDesc	A geobot's discarded limb, somehow in excellent condition. It has just enough charge left to curl and splay on its own.
Items/ValuableExcavationTotem	Sahabar Idol
Items/ValuableExcavationTotemDesc	A small totem with gilded details in the likeness of a prophet. To some its price would be too sacred to place. To others it is high.
Items/ValuablePouch	Small Valuable Pouch
Items/ValuablePouchDesc	A small pouch made exclusively for valuables, with dedicated slots that auto-sort items as you gather them.
Items/VampireCapeBreastArmor	Dracularva Cape
Items/VampireCapeBreastArmorDesc	A black satin cape fit for a vampire. The crimson flip-up collar adds to the evil look.
Items/VampireEel	Vampire Eel
Items/VampireEelDesc	A bloodsucking fish latching onto everything that has a pulse.
Items/VendingMachine	Vending Machine
Items/VendingMachineBroken	Broken Vending Machine
Items/VendingMachineBrokenDesc	A broken automaton that once contained snacks and other goods. It looks like it was forced open.
Items/VendingMachineDesc	An old, still functioning automaton that is proof of advanced technology and a sophisticated society.
Items/VerdantDragonfish	Verdant Dragonfish
Items/VerdantDragonfishDesc	This draconic fish has green scales that can withstand remarkably high temperatures.
Items/ViciousRing	Vicious Ring
Items/ViciousRingDesc	The unsettling gaze of this ring causes minions to stay on high alert.
Items/VoidAltarWorkbench	Relucite Smithing Table
Items/VoidAltarWorkbenchDesc	An alien workstation for ingenious gear creation.
Items/VoidBomb	Void Bomb
Items/VoidBombDesc	Draws in nearby enemies before spitting them out in pieces.
Items/VoidBreachActivator	Void Potion
Items/VoidBreachActivatorDesc	This gravity-defying liquid reacts to the air once poured out. It dissolves the veil between this realm and the uncharted (but most certainly inhabited) reaches of existence.
Items/VoidCaveling	Void Caveling
Items/VoidCavelingBrute	Void Caveling Brute
Items/VoidCavelingBruteTrophy	Void Caveling Brute Figurine
Items/VoidCavelingBruteTrophyDesc	A lifelike representation of a Void Caveling Brute.
Items/VoidCavelingMinerTrophy	Void Caveling Figurine
Items/VoidCavelingMinerTrophyDesc	A lifelike representation of a Void Caveling.
Items/VoidCavelingShaman	Void Caveling Shaman
Items/VoidCavelingShamanTrophy	Void Caveling Shaman Figurine
Items/VoidCavelingShamanTrophyDesc	A lifelike representation of a Void Caveling Shaman.
Items/VoidClub	Void Club
Items/VoidClubDesc	This club feels light when held, yet heavy when swung.
Items/VoidFusedBreastArmor	Void-Fused Chestpiece
Items/VoidFusedBreastArmorDesc	A heavy contraption of a chestpiece consisting of rusty layers welded to a glasslike dark material.
Items/VoidFusedHelm	Void-Fused Helmet
Items/VoidFusedHelmDesc	A helmet brimming with dark pressure. You feel it could burst from the slightest crack.
Items/VoidFusedPantsArmor	Void-Fused Leggings
Items/VoidFusedPantsArmorDesc	A pair of rusty sheets coiled around sleek dark purplish leggings.
Items/VoidHydraHeart	Oblidra's Heart
Items/VoidHydraHeartDesc	This still beating heart of the Void Lord pulses inward rather than outward. It brims with vitality that you can now call your own.
Items/VoidLarva	Void Larva
Items/VoidLarvaCocoon	Void Larva Cocoon
Items/VoidLarvaCocoonTrophy	Void Larva Cocoon Figurine
Items/VoidLarvaCocoonTrophyDesc	A lifelike representation of a Void Larva Cocoon.
Items/VoidLarvaTrophy	Void Larva Figurine
Items/VoidLarvaTrophyDesc	A lifelike representation of a Void Larva.
Items/VoidMerchant	Otherwordly Merchant
Items/VoidMerchantIdol	Void Idol
Items/VoidMerchantIdolDesc	A thorny statue of alien-looking make. Place it in a habitable room and an otherworldly visitor may move in.
Items/VoidNeuronCicada	Brood Void Neuron
Items/VoidNeuronCicadaDesc	A glowing cell that phases through itself, twisted and pulled as if tethered to an unseen presence. Born of Nimruza's parasite, fused with Core-linked tissue, it carries a warped signal that may unseal what even the Core Network could not contain.
Items/VoidNeuronRobotBoss	Herald Void Neuron
Items/VoidNeuronRobotBossDesc	A glowing cell that phases through itself, twisted and pulled as if tethered to an unseen presence. Once part of S.A.H.A.B.A.R.'s containment core, it now transmits a distorted echo of the same signal.
Items/VoidOrbGun	Void Gun
Items/VoidOrbGunDesc	A particle weapon with unknown inner workings. It emits balls of void that distort spacetime to inflict high damage.
Items/WallAlienBlock	Alien Tech Block
Items/WallAlienBlockDesc	A mysterious intricate piece of architecture.
Items/WallBossChest	Urschleims Chest
Items/WallBossChestDesc	A large chest, made from the hardened mass of the gargantuan amoeba. You feel uneasy in its presence.
Items/WallBossScanner	Urschleim Scanner
Items/WallBossScannerDesc	Scans the world for Urschleim. Consumed on successful scan.
Items/WallBossSummoningItem	Primeval Slime Cell
Items/WallBossSummoningItemDesc	A highly mutative, crystalized cell. To resummon Urschleim, activate it in the Passage where ancient lifeforms still roam. Consumed in the process.
Items/WallBossTrophy	Urschleim Figurine
Items/WallBossTrophyDesc	A lifelike representation of Urschleim.
Items/WallCityBlock	Metropolis Block
Items/WallCityBlockDesc	A sturdy piece of city architecture, decorated with glass and gold.
Items/WallClayBlock	Clay Block
Items/WallClayBlockDesc	A red, wet piece of clay.
Items/WallCoralBlock	Coral Wall
Items/WallCoralBlockDesc	A pinkish tiled wall section.
Items/WallCrystalBlock	Crystal Block
Items/WallCrystalBlockDesc	A blue, glistening piece of crystal.
Items/WallDarkStoneBlock	Dark Stone Block
Items/WallDarkStoneBlockDesc	A sturdy dark piece of stone.
Items/WallDesertBlock	Desert Block
Items/WallDesertBlockDesc	A sandy piece of desert stone.
Items/WallDesertExplosiveBlock	Molten Wall
Items/WallDesertExplosiveBlockDesc	A molten wall that detonates violently, unleashing a massive wave of destructive force across a wide area.
Items/WallDesertTempleBlock	Desert Temple Block
Items/WallDesertTempleBlock2	Maze Block
Items/WallDesertTempleBlock2Desc	An extremely durable block used to build ancient mazes.
Items/WallDesertTempleBlockDesc	A sturdy piece of ancient architecture, decorated with tiles and gold.
Items/WallDirtBlock	Dirt Block
Items/WallDirtBlockDesc	A brown solid piece of dirt.
Items/WallEerieBlock	Eerie Wall
Items/WallEerieBlockDesc	A ghostly wooden wall section.
Items/WallExcavationBlock	Excavation Block
Items/WallExcavationBlockDesc	A block reinforced with support beams, erected to last.
Items/WallExcavationBorderBlock	Silicate Block
Items/WallExcavationBorderBlockDesc	An indestructible piece of silicate from the earth's mantel. You're not supposed to have this…
Items/WallExcavationDungeonBlock	Industrial Block
Items/WallExcavationDungeonBlockDesc	A sleek wall of robust metal. It has a faint texture of rust.
Items/WallExcavationRockBlock	Tuff Block
Items/WallExcavationRockBlockDesc	A tough tuff block. Lesser explorers would need machines to mine this.
Items/WallExcavationVoidBlock	Void Infused Tuff Block
Items/WallExcavationVoidBlockDesc	A sparse yet firm composite of tuff debris. It seems to be held together more by a purplish, gaseous adhesive than any structural rigidity.
Items/WallExplosiveBlock	Explosives Deposit
Items/WallExplosiveBlockDesc	A highly dangerous box of explosives that can be placed like a wall. Don't hit it or it will blow up right in your face.
Items/WallForestExplosiveBlock	Poison Berry Wall
Items/WallForestExplosiveBlockDesc	A treacherous wall packed with poison berries, bursting in a toxic cross when touched.
Items/WallGalaxiteBlock	Galaxite Wall
Items/WallGalaxiteBlockDesc	An otherwordly wall speckled with glittering stars.
Items/WallGauge	Wall Gauge
Items/WallGaugeDesc	Measures the thickness of the wall behind it, though its hand fluctuates.
Items/WallGlassBlock	Glass Wall
Items/WallGlassBlockDesc	A solid wall made from glass. Works well for building a base or enclosures.
Items/WallGleamWoodBlock	Gleam Wood Wall
Items/WallGleamWoodBlockDesc	An enigmatic wall reinforced with glimmering plates.
Items/WallGrassBlock	Grass Block
Items/WallGrassBlockDesc	A lush piece of vertical plants.
Items/WallHiveBlock	Larva Hive Block
Items/WallHiveBlockDesc	A lumpy… living piece of hive material.
Items/WallLavaBlock	Lava Rock Block
Items/WallLavaBlockDesc	A piece of molten rock.
Items/WallLightBulb	Wall Light Bulb
Items/WallLightBulbDesc	The sophisticated alternative to decorative torches.
Items/WallLimestoneBlock	Beach Block
Items/WallLimestoneBlockDesc	A sandy piece of the coastal stone.
Items/WallMeadowBlock	Meadow Block
Items/WallMeadowBlockDesc	A mellow piece of earth with little summer flowers growing on it.
Items/WallMetalSheet	Wall Metal Sheet
Items/WallMetalSheetDesc	Haphazard sheets bolted with screws used for a last-ditch-effort of patchwork.
Items/WallMoldBlock	Mold Block
Items/WallMoldBlockDesc	A pungent piece of mold.
Items/WallNaturalExplosiveBlock	Thermite Wall
Items/WallNaturalExplosiveBlockDesc	An unstable, explosive piece of wall.
Items/WallOasisBlock	Oasis Block
Items/WallOasisBlockDesc	A tougher block hardened by the scorching winds of the desert.
Items/WallObsidianBlock	Obsidian Block
Items/WallObsidianBlockDesc	An indestructible piece of obsidian. You're not supposed to have this…
Items/WallPaintableBlock	Paintable Wall
Items/WallPaintableBlockDesc	A bleak stone wall ready to be turned lively with colors.
Items/WallPassageBlock	Fossil Block
Items/WallPassageBlockDesc	Layers upon layers of living matter have been crushed into a dense, twisted mass.
Items/WallSandBlock	Sand Block
Items/WallSandBlockDesc	A yellow fragile piece of sand.
Items/WallScarletBlock	Scarlet Wall
Items/WallScarletBlockDesc	A reinforced metal wall to set up your base for tough encounters.
Items/WallSnowBlock	Snow Block
Items/WallSnowBlockDesc	A white cold piece of snow.
Items/WallStoneBlock	Stone Block
Items/WallStoneBlockDesc	A sturdy piece of stone.
Items/WallStoneBricksBlock	Stone Bricks Wall
Items/WallStoneBricksBlockDesc	A solid wall made with interlocking blocks.
